,Academic Courses,Learning Outcomes,Undergraduate Program,Graduate Program,Immersive Experience,Sustainability Literacy Assessment,Incentives for Developing Courses,Campus as a Living Laboratory,Research and Scholarship,Support for Sustainability Research,Open Access to Research,Student Educators Program,Student Orientation,Student Life,Outreach Materials and Publications,Outreach Campaign,Assessing Sustainability Culture,Employee Educators Program,Employee Orientation,Staff Professional Development and Training,Community Partnerships,Inter-Campus Collaboration,Continuing Education,Community Service,Participation in Public Policy,Trademark Licensing,Emissions Inventory and Disclosure,Greenhouse Gas Emissions,Building Design and Construction,Building Operations and Maintenance,Building Energy Efficiency,Clean and Renewable Energy,Food and Beverage Purchasing,Sustainable Dining,Landscape Management,Biodiversity,Sustainable Procurement,Electronics Purchasing,Cleaning and Janitorial Purchasing,Office Paper Purchasing,Campus Fleet,Commute Modal Split,Support for Sustainable Transportation,Waste Minimization and Diversion,Construction and Demolition Waste Diversion,Hazardous Waste Management,Water Use,Rainwater Management,Sustainability Coordination,Sustainability Planning,Inclusive and Participatory Governance,Reporting Assurance,Diversity and Equity Coordination,Assessing Diversity and Equity,Support for Underrepresented Groups,Affordability and Access,Committee on Investor Responsibility,Sustainable Investment,Investment Disclosure,Employee Compensation,Assessing Employee Satisfaction,Wellness Program,Workplace Health and Safety,Bicycle Friendly University,Carbon Mitigation Project Development,Community Garden,External Reporting Assurance,Fair Trade Campus,Food Bank,Green Athletics,Green Event Certification,Green Laboratory Program,Grounds Certification,Network for Student Social Innovation,Online Sustainability Course,Serving Underrepresented Students,Sustainability Projects Fund,Voter Education and Support,Innovation A,Innovation B,Innovation C,Link,Support for Research,Staff Professional Development,Outdoor Air Quality,Building Energy Consumption,Student Commute Modal Split,Employee Commute Modal Split,Participatory Governance,Pre-Submission Review,Sustainability Course Designation,Innovation D,Green Laboratories,Sustainable Dining Certification,Single-Use Plastic Ban,Certified Green Cleaning,Dining Services Certification,Diversity and Equity Recognition,Textbook Affordability,Zero Waste Certification,Wellbeing Certification,Natural Wastewater Systems,Campus Pride Index,Nitrogen Footprint,Adjunct Faculty Compensation,Pest Management Certification,Serving Underrepresented Groups,Social Enterprise,Spend Analysis,Stakeholder Engagement Standard,Stormwater Modeling,Student Living Wage,Sustainability Office Diversity Program,Water Balance,Work College,Full-Time Faculty Employment,Sanctuary Institution,Anchor Institution Network,Pay Scale Equity,NSSE Sustainability Education Consortium,Community Stakeholder Engagement,Hospital Network,Center for Sustainability Across the Curriculum,Academy-Industry Connections,Green Cleaning Certification,Fleet Certification,Laboratory Animal Welfare,Energy System Certification,Campus Water Balance,Health and Safety Management Certification,sum
university of texas at san antonio tx,6.91,2.12,3,3,2,0,2,2.4,12,3,0,0,2,2,2,4,0.25,0,1,0,3,3,0,0.91,0,0,1.52,1.81,0,1.5,2.71,0.01,0,1.3,0,2,0,0,0,0,0.44,0,1,7.42,0,1,0,2,1,1.5,1.38,0,1.89,1,3,0,0,0,0,0,0,1,0.69,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0.5,0,0,0,0,https://reports.aashe.org/institutions/university-of-texas-at-san-antonio-tx/report/2019-11-27/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.26
george brown college on,10.07,0,3,0,2,0,0,1.6,12,2,0.67,0,0,0.5,1.6,2,0,0,0,0,3,2,2.76,0.07,2,0,1.88,2.99,0,0,2.66,0.03,1.6,1.8,0,0,1.25,0.4,0.18,0.94,0,4.06,0.6,4.3,0,1,3.08,0,1,3,3,0,1.56,1,2.83,0,0,0,0,0.51,1,1,0.56,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,https://reports.aashe.org/institutions/george-brown-college-on/report/2020-04-30/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,90.25
state university of new york at purchase ny,4.15,0.45,3,0,2,2,2,2.8,1.21,0,0,2.81,2,2,2,4,0.5,0,0,0,3,3,2,0.27,0,0,0,5.07,1.88,1.5,0,0,0,2,1.98,2,2.5,0,1,0.98,1,0,1.8,1.28,0.99,1,2.55,0.5,1,1.75,0,0,1.56,0,2,2.39,0,0,0,0,0,1,1.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://reports.aashe.org/institutions/state-university-of-new-york-at-purchase-ny/report/2019-10-31/,3,1,0.5,3.78,1.27,0.34,1.75,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.24
langara college bc,5.28,0.08,3,0,2,0,0,1.2,0,0,0,2.04,2,1.25,1.6,4,1,0,1,1,2,2,3.88,0.61,0,0,1.98,8,2.5,2,3.29,0.22,1.37,1.35,1,0,0,0,0.99,0.48,0,0,0.8,5.93,0,0.5,3.31,0.5,1,3.5,2.25,1,1.33,0,1.33,0.29,0.5,2.55,0,1.25,1,1,1.48,0,0,0.5,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0.5,0.5,0,https://reports.aashe.org/institutions/langara-college-bc/report/2021-06-24/,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.14
earlham college in,6.87,1.8,3,0,2,4,0,4,5.5,0,0,3.77,1.88,2,2,4,0.5,0,1,0,2,2.5,0,3.8,0,0,0,2.69,2.5,0.5,0,0,0,1.88,0.58,2,0,0.99,0.94,0,0.26,0,1,3.06,0,1,0.39,0.5,1,1,0,0,1.33,0.5,2.5,2.81,0,1,0,0,1,1,1.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://reports.aashe.org/institutions/earlham-college-in/report/2019-02-26/,2,0,0,1.98,1.7,0.4,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.11
state university of new york at geneseo ny,5.2,0.14,1.5,0,2,0,0,4,12,0,0,4,1.8,2,2,4,0,0,1,0,3,3,3.88,4.29,0,0,0,1.08,1.8,0.08,0,0,0,2,1,1,0.5,0.85,0.2,0.9,0.31,0,1.4,2.06,0,0.5,1.46,0.5,1,0.25,0,0,2,0.88,1.5,0.5,0,0,0,0,0.17,1,1.62,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,1,0,0,https://reports.aashe.org/institutions/state-university-of-new-york-at-geneseo-ny/report/2019-11-25/,1,1.25,0,2.77,1.88,0,1.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,89.02
south seattle community college wa,7.71,0.07,3,0,2,2,2,4,0,0,0,0,0.02,1.5,1.6,4,0.25,0,1,0,2,3,0,0,2,0,1.46,4.24,2.5,0,2.71,0,1.22,1.4,1.05,0,1.75,0.35,0.8,0.48,0.55,2.75,0.6,5.21,0.98,1,0,2,1,3,1.5,1,1.33,0.88,3,2.66,0,0,0,0,1,1,1.16,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0.5,0,0,0.5,0.5,0.5,https://reports.aashe.org/institutions/south-seattle-community-college-wa/report/2021-03-31/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,88.73
universite du quebec a montreal quebec,6.74,0.35,3,3,2,0,0,0,12,1,1.33,2.07,0,1.75,2,4,0,1.51,0,1.25,2,2,0,0,0,0,1.77,3.53,0,0,3.41,0,0,1.23,2,0,0.75,0,0.66,0.48,0.04,4.42,0.4,2.97,0.62,1,0,0,1,3,2.25,1,1.67,0,1.42,0.26,0,1.44,0,2,0,1,1.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0.5,0.5,https://reports.aashe.org/institutions/universite-du-quebec-a-montreal-quebec/report/2021-05-12/,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,88.41
university of new brunswick saint john nb,10.81,2.01,3,3,2,0,0,2,12,3,0.67,0,0,1.75,1.2,4,0,0,0,0,3,1,0,1.43,0.67,0,2.21,2.61,0,0,2.42,0,0,1.6,1,0,0,0.6,0,0.52,0,0.81,0,0,0,1,0,0.5,1,4,2.25,1,1.33,1,1.33,2.38,2,1,0,1.25,0,0.75,1.4,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0.5,0.5,0.5,https://reports.aashe.org/institutions/university-of-new-brunswick-saint-john-nb/report/2020-12-18/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88
university of massachusetts medical school ma,7.12,0,0,0,2,0,0,0,9.23,0,0,4,1.27,0.75,1.25,4,0.25,0.45,1,0,2,3,0,0,0.67,2,0,4.37,2.5,2,0,0,0.69,1.13,0,0,1.5,0.97,0.66,0.11,0.01,0,1.8,1.05,1,0.5,3.06,0,1,2.25,0,0,1.56,0.88,2.25,0.5,2,1.01,0,0.63,0.19,1,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,https://reports.aashe.org/institutions/university-of-massachusetts-medical-school-ma/report/2020-04-03/,0,1.25,1,3.87,0.65,0.22,1.25,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,87.1
illinois state university il,4.1,2,3,3,2,0,2,4,10.1,0,0,0,1.76,2,2,4,0,0,0,0,2,2.5,2.17,0.23,0.67,2,0,2.91,0,0,0,0,0,1.75,0,1,0.5,0.65,0.67,0,0.04,0,1.4,2.25,0.23,1,1.33,2,1,0.25,0,0,1.89,0.88,1.75,1,0,1,0,0,0.75,1,0.98,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,1,0,0,https://reports.aashe.org/institutions/illinois-state-university-il/report/2019-02-25/,2,0,1,3.09,1.52,0.49,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.86
lebanon valley college pa,3.98,0,3,0,2,0,2,3.2,3.31,0,0,3.75,0,2,2,4,0,0,0,0,3,1.5,0,3.08,0.67,0,0,7.93,1.88,1.5,0,1.97,0,1.75,0,2,2.25,1,1,0.59,0,0,1,2.94,0,1,0.29,1,1,0,0,0,2,0.88,0,1.59,0,0,0,1.14,1,1,1.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://reports.aashe.org/institutions/lebanon-valley-college-pa/report/2019-05-20/,4,1.5,1,3.48,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.41
knox college il,6.08,3.77,3,0,2,2,0,4,3.78,2,0,1.9,2,2,0.8,4,0.5,0,1,1.25,2,2,0,1.29,2,0,1.56,0,1.56,0,2.87,0.88,0.94,2,0.99,1,0,0,0.72,0,0.31,3.68,0.6,2.11,0,1,1.22,0.5,1,2,1.13,0,1.56,0,2.5,2.58,2,0,0,0.37,0.65,0.75,0.26,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0.5,0,0,0,0,https://reports.aashe.org/institutions/knox-college-il/report/2020-12-18/,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.36
kenyon college oh,3.49,0.72,3,0,2,0,2,4,3.68,2,0,2.32,2,2,1.6,4,0.5,0,0,0,2,1.5,0,0.91,0.67,2,2.08,3.33,2.05,0,2.72,1.56,0.45,1.68,1,2,0.5,0.95,0.06,0,0.07,3.99,0.6,1.4,0.85,1,2.51,0.5,1,1,1.75,0,1.67,0.75,0.75,3,0,0,0,1,0.33,0.75,1.14,0,0.5,0.5,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0.5,0,0,https://reports.aashe.org/institutions/kenyon-college-oh/report/2021-01-20/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.33
amherst college ma,3.22,0.32,3,0,2,0,2,4,5.87,0,2,0,2,2,2,2,0,3,0.8,0,3,2,0,0,1.33,0,0,4.1,0.72,1.5,0,0,0.69,2,1,2,0,0.89,0.45,0,0.14,0,1.4,0.86,0.85,0.5,0.26,1,1,1.5,0,0,1.56,1,2.25,3.85,0,1.1,0,0,0.67,1,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,https://reports.aashe.org/institutions/amherst-college-ma/report/2019-03-01/,2,0,1,2.83,1.96,0,0.75,0,0,1,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.31
seattle central community college wa,5.91,0.01,3,0,2,2,0,4,0,0,0,0,0.04,1.25,1.2,4,0.25,0,1,0,2,2.5,0,0.05,2,0,1.46,3.76,2,0,3.57,0.01,2.25,1.6,2,0,1.75,0.61,0.91,0.85,0.17,3.96,1,4.06,0,1,1.21,2,1,3,2.25,1,1.33,0.63,3,1.36,0,0,0,0,1,0.75,1,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,https://reports.aashe.org/institutions/seattle-central-community-college-wa/report/2021-03-31/,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,85.7
depauw university in,7.87,0.39,3,0,2,0,0,1.6,9.8,3,1.33,4,2,2,1.6,2,0,0,1,1.5,3,2,0,4.5,0.67,2,1.25,0,1.89,0,0,0,1.23,1.8,1.24,1,0,0.3,0,0.4,0,0,0.6,0,0,0.5,1.22,0.5,1,1,0,1,1.89,1,2.83,1.56,1,0,0,0,1,0.75,0.7,0,0,0,0,0,0.5,0,0.25,0,0,0,0,0,0.5,0,0,0,0,https://reports.aashe.org/institutions/depauw-university-in/report/2020-06-23/,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.67
california state university east bay ca,3.63,0.19,3,0,2,0,0,2,8.01,0,0,4,0,1.25,2,2,0,0,1,0,3,3,0,2.39,0.67,0,0,4.37,2.25,0,0,0,0,1.5,0,0,0.5,0.82,0.74,0.96,0.28,0,1.4,3.62,0.85,0.5,1.4,0,1,2.5,0,0,1.33,0.75,1.08,1.83,0,1.33,0,0,0,1,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,https://reports.aashe.org/institutions/california-state-university-east-bay-ca/report/2019-04-19/,3,1.25,0,2.38,0.9,0.34,1.25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.58
penn state erie the behrend college pa,9.36,2.26,3,0,2,0,0,1.2,12,0,2,0.19,0,1,0.75,0,0,0,0,0,3,1,0,0.17,0.67,2,0,3.95,1.88,1.5,0,0,0,1.5,1,1,3,0.68,0,0.35,0,0,1.2,1.55,0,1,0,2,0,1.25,0,0,1.44,0.63,1.83,2.41,0,0.84,0,1.91,0.22,1,0.78,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,https://reports.aashe.org/institutions/penn-state-erie-the-behrend-college-pa/report/2020-06-30/,2,0,0.5,2.69,1.24,0.03,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.48
new mexico state university nm,2.81,5.32,3,3,0,0,0,4,5.62,4,0.67,0,0,1.75,2,0,0,0,0,0,3,2,2,0.56,1.33,0,2.46,2.97,2.04,0,3.13,0.01,0.95,1.8,1,1,2.5,0,0.87,0.03,0.28,0.24,0.6,2.84,0.92,0.5,0.6,1,1,2.5,2.5,0,1.89,0.75,2,2.02,0,0,0,0,0.39,0.75,1.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://reports.aashe.org/institutions/new-mexico-state-university-nm/report/2021-03-05/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.79
texas tech university tx,6.3,4.02,3,3,2,0,0,2.4,2.13,4,1.33,0.43,2,2,1.2,4,0.5,0,0,0,2,1.5,5,0,0,0,0.17,0,0,0,3.18,0,0,1.27,1,2,0,0,0.74,0.05,0.06,2.33,0.6,3.49,0,1,4,0,1,2,1.38,0,1.67,1,2.58,0.81,0,0,0,0,0,0.75,1.14,0,0,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,https://reports.aashe.org/institutions/texas-tech-university-tx/report/2021-02-26/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,81.28
creighton university ne,6.59,0.04,3,0,2,0,0,3.2,2.4,0,0,0,2,1.5,1.75,4,0.5,0,0,0,2,2.5,0,3.41,2,2,0,3.96,0.36,0.99,0,0.01,0.06,1.38,1,0,0.5,0.75,0.65,0.01,0.12,0,1.6,2.63,0,0.5,0.84,0.5,1,2.75,0,0,1.56,0,1.33,3.14,0,0.33,0,0.3,0,1,1.51,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,https://reports.aashe.org/institutions/creighton-university-ne/report/2018-03-02/,2,1.25,0.5,3.89,1.04,0.27,0.75,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.37
trinity college ct,6.89,0.6,3,0,2,2,0,1.2,9.66,0,0,0,1.95,1.5,2,4,0.25,0,0,0,3,1.5,3,1.34,0,0,0,0,0.72,1,0,0,1.21,1.75,0,0,1.75,0.74,0.51,0.24,0.07,0,1.4,1.58,0,1,0,0,1,3.5,0,0,1.33,0.75,1.42,2,0,0,0,0.63,1,1,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://reports.aashe.org/institutions/trinity-college-ct/report/2019-10-28/,1,1.25,0.5,2.96,1.6,0,0.75,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.86
eastern kentucky university ky,1.85,0,1.5,0,0,0,0,4,0,0,0,1.07,2,2,2,4,0,3,1,0,3,2,0,0.28,0,0,0,4.55,1.02,1.5,0,0.03,0,1.75,0,2,2,1,0.98,0.4,0.09,0,1.2,5.34,0.96,0.5,5,2,1,1.5,0,0,1.33,1,1.5,2.26,0,0,0,0.54,1,1,0.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://reports.aashe.org/institutions/eastern-kentucky-university-ky/report/2018-03-30/,0,0,1,2.91,1.07,1.07,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.41
texas state university san marcos tx,6.88,0.21,3,3,2,0,0,2.4,5.88,0,0,0,2,2,2,4,0,0,0,0,3,1.5,0,0.56,0,0,0,1.08,1.27,1.02,0,0,0,1.75,1,2,1.5,0.61,0.97,0,0.1,0,1.2,3.18,0,0.5,3.33,2,1,0,0,0,1.33,1,1.75,1.35,0,0,1,0.55,0,1,0.39,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,1,0,0,https://reports.aashe.org/institutions/texas-state-university-san-marcos-tx/report/2019-12-16/,1,0,0,2.58,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.39
southwestern university tx,6.02,6.76,3,0,0,0,2,4,8.78,0,0,1.24,2,2,2,0,0,0,1,0,0,1,3,3.09,2,0,0,0,0.98,0,0,1.95,0,1.63,0,0,0,0,0.93,0.99,0.63,0,1.4,0.21,0.9,0.5,0,2,1,0.25,0,0,1.33,0.5,1,2.84,0,0,0,0,0,1,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,https://reports.aashe.org/institutions/southwestern-university-tx/report/2018-05-10/,4,0,0,2.04,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.11
orange county community college ny,8.21,0,0,0,2,0,2,2.8,0,0,0,0,2,1.75,2,4,0,0,1,0,3,1.5,3.43,2.4,0,0,0,4.18,2.5,0.4,0,0.01,0,0,1,0,1.5,0.93,0.91,0.34,0.19,0,1,0,0,1,1.58,2,1,2.75,0,0,1.33,1,0.75,1,0,0,0,1.5,1,1,1.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,https://reports.aashe.org/institutions/orange-county-community-college-ny/report/2019-01-14/,0,1.5,0.5,3.82,0.6,0.18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.92
messiah college pa,4.94,2.99,3,0,2,0,2,2.4,2.14,1,0.67,2.37,1.74,2,2,2,0,0,1,1,2,2,0,3.54,0,0,2.08,2.37,0,0,3.64,0,0,1.4,0.04,0,1.5,0.98,0,0.75,0.04,0.54,0.6,1.81,0,0.5,0.73,1,1,2,1.13,0,1.78,1,1.58,1.64,0,0.25,0,1,1,1,1.65,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0.5,0,0.5,0,0,https://reports.aashe.org/institutions/messiah-college-pa/report/2021-02-22/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.3
universidade aberta ,8.3,2.47,3,3,0,0,0,0,10.8,0,2,3.45,0,1.5,1,2,0.25,0,0,0,2,2.5,5,0,0,0,0,4.82,0,0.5,0,0,0,0,0,0,0,0.06,0.5,0,0,0,0.6,1.24,0,0,1.67,0,0,1.75,0,0,0.5,0.5,1,1,0,0,0,0,0.5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,https://reports.aashe.org/institutions/universidade-aberta-/report/2019-04-05/,3,1.25,0,3.76,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.92
eureka college il,5.9,8,3,0,2,2,0,4,10,0,0,0,2,2,1.5,0,0,0,0,0,3,1,0,2.28,0,0,0,0,1.88,0,0,0,0,1.25,0.05,0,0,0.19,0.09,0,0.17,0,0.8,0,0,0.75,1.5,1,1,0.25,0,0,1.39,0,1.33,0.93,0,0,0,0.15,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://reports.aashe.org/institutions/eureka-college-il/report/2018-10-26/,3,1,0,3.73,1.35,0.24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.73
indiana university south bend in,9.02,0.04,3,3,2,2,0,2.8,6.33,0,2,0.14,2,1.25,1.75,0,0.5,0.37,0,0,2,2.5,0,0.21,1.33,2,0,0,0,0.5,0,0,0.05,1.25,0,0,3,0.1,0.44,0.07,0,0,1,0,0,0.75,0,1,1,1.5,0,0,1.33,1,1.5,1,0,0.05,0,0.27,0.7,1,0.8,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,1,1,0,https://reports.aashe.org/institutions/indiana-university-south-bend-in/report/2020-12-17/,2,0,0,2.88,0,0,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,71.93
kent state university oh,4.64,0,3,3,2,0,0,4,8.09,0,1.33,0.97,1.1,1.75,1.6,4,0,0,0,0,3,2.5,0,1.21,0,0,0.17,0,2.2,0,2.37,0,0,0.95,0.91,2,1,0,0,0,0.13,0,0.6,0,0.86,1,0,1,1,1,2.5,0,1.33,0.88,2.17,2.25,0,0,0,0,0,1,1.25,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,https://reports.aashe.org/institutions/kent-state-university-oh/report/2021-03-05/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.26
university of delaware de,1.74,0,3,3,2,0,2,3.2,0,0,0,1.51,0,1.5,2,4,0,0,0,0,3,2.5,4.1,0.19,0.67,0,0,5.55,0,0,0,0,0,2,0,0,1.25,0,0,0,1,0,1.2,2.87,0,0.5,0.82,2,0,0.5,0,0,1.56,1,0.25,2.56,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,https://reports.aashe.org/institutions/university-of-delaware-de/report/2020-01-31/,2,0,1,4.18,1.72,0.62,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.49
santa rosa junior college ca,2.95,0.11,3,0,0,0,0,2.8,0,0,0,0,0,1.5,0.75,2,0,0,1,0,3,2,1.19,0,0.67,0,0,5.87,1.25,1.43,0,0.08,0,1.25,0.39,0,2,0,0.8,0.41,0.05,0,1.6,3.36,0.93,1,4.09,1,1,2.5,0,0,0.83,1,2,3.67,0,0,0.51,0.75,0.41,1,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,https://reports.aashe.org/institutions/santa-rosa-junior-college-ca/report/2019-02-28/,0,1.25,0,3.43,0.76,0.39,2.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.98
